src,tgt,src_lang,tgt_lang,domain
"Myntra app was a trustful app but now a local second hand clothes market is better than Myntra. I am an old customer so I have noticed. Ever since they have been using Flipkart's delivery service, their products have become useless. It seems like Flipkart people are replacing their products. It seems that Myntra no longer exists, only someone else is selling the product in the name of Myntra. Now the delivery service is late, the product is wrong and of poor quality. They lost their customers.","ಮೈಂತ್ರಾ ಆ್ಯಪ್ ಒಂದು ನಂಬಿಕೆಯಿರುವ ಆ್ಯಪ್ ಆಗಿತ್ತು, ಆದರೆ ಈಗ ಸ್ಥಳೀಯ ಸೆಕೆಂಡ್ ಹ್ಯಾಂಡ್ ಬಟ್ಟೆಗಳ ಮಾರುಕಟ್ಟೆಯೂ ಮೈಂತ್ರಾಕಿಂತ ಉತ್ತಮವಾಗಿದೆ. ನಾನು ಹಳೆಯ ಗ್ರಾಹಕನಾಗಿ ಇದನ್ನು ಗಮನಿಸಿದ್ದೇನೆ. ಮೈಂತ್ರಾ Flipkartನ ಡೆಲಿವರಿ ಸೇವೆ ಬಳಸತೊಡಗಿದ ಮೇಲೆ, ಅವರ ಉತ್ಪನ್ನಗಳು ಬೇಲೆಯಾದಂತಾಗಿವೆ. Flipkartನ ಜನರು ಉತ್ಪನ್ನಗಳನ್ನು ಬದಲಾಯಿಸುತ್ತಿದ್ದಾರೆ ಎಂಬ ಅನುಭವವಾಗುತ್ತಿದೆ. ಮೈಂತ್ರಾ ಎಂಬುದು ಈಗ ಇಂದಿರೆಯಂತೆ ಕಾಣಿಸುತ್ತಿಲ್ಲ—ಅದರ ಹೆಸರಿನಲ್ಲಿ ಯಾರಾದರೂ ಇನ್ನೊಬ್ಬರು ಉತ್ಪನ್ನಗಳನ್ನು ಮಾರ್ತಿರುವಂತಿದೆ. ಈಗ ಡೆಲಿವರಿ ತಡವಾಗುತ್ತದೆ, ಉತ್ಪನ್ನ ತಪ್ಪಾಗಿದೆ ಮತ್ತು ಗುಣಮಟ್ಟ ಹೀನವಾಗಿದೆ. ಅವರು ತಮ್ಮ ನಂಬಿಗಸ್ಥ ಗ್ರಾಹಕರನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ.",English,Kannada,F
"The best app for online shopping, it has everything under the sun for your fashion needs, amazing quality, speedy delivery and easy exchange/returns.","ಆನ್‌ಲೈನ್ ಖರೀದಿಗಾಗಿ ಇದು ಅತ್ಯುತ್ತಮ ಆ್ಯಪ್. fashion ಅವಶ್ಯಕತೆಗಳಿಗೆ ಬೇಕಾದ ಎಲ್ಲವೂ ಇದರಲ್ಲಿ ದೊರೆಯುತ್ತದೆ. ಅದ್ಭುತ ಗುಣಮಟ್ಟ, ವೇಗದ ಡೆಲಿವರಿ ಮತ್ತು ಸುಲಭವಾದ ಎಕ್ಸ್‌ಚೇಂಜ್/ರಿಟರ್ನ್ (exchange/returns)ವ್ಯವಸ್ಥೆ ಇದೆ.",English,Kannada,F
The worst thing is two of my products were missing and was marked delivered. Even the customer executive doesn't know what happened. They just claim that it's delivered but no product is received. Now I don't have money nor product. Don't order anything of higher amount and high quantity. U will surely regret. No use of contacting even as they only think that the customer has a false claim,"ಅತ್ಯಂತ ದುಃಖಕರವಾದ ಸಂಗತಿಯಾಗಿದ್ದು, ನನ್ನ  2 products ಕಳೆದುಕೊಂಡಿವೆ ಮತ್ತು ಅವುಗಳನ್ನು ಡೆಲಿವರ್ ಆದವು ಎಂದು ಗುರುತಿಸಲಾಗಿದೆ. ಗ್ರಾಹಕ ಕಾರ್ಯನಿರ್ವಾಹಕರು ಎಲ್ಲಿ ಏನು ಆಯಿತು ಎಂಬುದನ್ನು ಕೂಡ ಗೊತ್ತಿಲ್ಲ. ಅವರು ಕೇವಲ ಇದು ಡೆಲಿವರ್ ಆಗಿದೆ ಎಂದು ಹೇಳುತ್ತಾರೆ, ಆದರೆ ಯಾವುದೇ ಉತ್ಪನ್ನವೂ ಪಡೆಯಲಿಲ್ಲ . ಈಗ ನನ್ನ ಬಳಿ ಹಣವೂ ಇಲ್ಲ, ಉತ್ಪನ್ನವೂ ಇಲ್ಲ. ಹೆಚ್ಚಿನ ಬೆಲೆಯ ಮತ್ತು ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದ ವಸ್ತುಗಳನ್ನು ಆರ್ಡರ್ ಮಾಡಬೇಡಿ. ನೀವು ಖಂಡಿತವಾಗಿಯೂ ಹತಾಶರಾಗುತ್ತೀರಿ. ಸಂಪರ್ಕ ಮಾಡುವುದರಿಂದ ಯಾವುದೇ ಉಪಯೋಗವಿಲ್ಲ, ಏಕೆಂದರೆ ಅವರು ಗ್ರಾಹಕರನ್ನು ತಪ್ಪು ಹವಣಿಸುವುದಾಗಿ ಮಾತ್ರ ನಂಬುತ್ತಾರೆ.",English,Kannada,F
I have been a regular customer of myntra from past few years and my experience was pretty satisfying. But recently i got scammed by this shopping site. I ordered products worth 6000 rupees and it was prepaid. Next day they deactivated my account and gave some stupid reasons. I haven't got my products and they are not returning my money. I am planning to take the case to consumer court. Worst app ever. Highly unprofessional staff. I will never shop from myntra again.,ನಾನು ಕಳೆದ ಕೆಲವು ವರ್ಷಗಳಿಂದ ಮೈತ್ರಾದ regular ಕಸ್ಟಮರನಾಗಿದ್ದೇನೆ ಮತ್ತು ನನ್ನ experience ತುಂಬಾ ತೃಪ್ತಿಕರವಾಗಿತ್ತು. ಆದರೆ ಈ ದಿನಗಳಲ್ಲಿ ನಾನು ಈ ಶಾಪಿಂಗ್ ಸೈಟ್‌ನಿಂದ ಮೋಸ ಮಾಡಲಾಗಿದೆ. ನಾನು ₹6000 ಮೌಲ್ಯದ ಉತ್ಪನ್ನಗಳನ್ನು ಆರ್ಡರ್ ಮಾಡಿದ್ದೆ ಮತ್ತು ಅದು ಪೂರ್ವಪಾವತಿ ಆಗಿತ್ತು. ಮುಂದಿನ ದಿನವೇ ಅವರು ನನ್ನ ಖಾತೆಯನ್ನು ಅಮಾನ್ಯಗೊಳಿಸಿದರು ಮತ್ತು ಕೆಲವು ಮೂಡುಹೀನ ಕಾರಣಗಳನ್ನು ನೀಡಿದರು. ನಾನು ನನ್ನ ಉತ್ಪನ್ನಗಳನ್ನು ಪಡೆಯಲಿಲ್ಲ ಮತ್ತು ಅವರು ನನ್ನ ಹಣವನ್ನು ಮರುಪಾವತಿಸುವುದಿಲ್ಲ. ನಾನು ಈ ಪ್ರಕರಣವನ್ನು ಗ್ರಾಹಕ ನ್ಯಾಯಾಲಯಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳಲು ಯೋಜಿಸುತ್ತಿದ್ದೇನೆ. ಅತ್ಯಂತ ಹಾಳು ಆ್ಯಪ್. ಬಹಳ ಅಪ್ರಮಾಣಿಕ ಸಿಬ್ಬಂದಿ. ನಾನು ಮುಂದುವರಿ myntraದಿಂದ ಇನ್ನೂ ಖರೀದಿ ಮಾಡಲಾರೆ.,English,Kannada,F
The app has degraded. They give you a wrong product then they don't allow you to return or exchange stating that they have delivered the correct product after all the quality check. Are the customers mad or stupid ? They themselves delivered the wrong product and I think they should be accountable for the same. And when I tried to post the review regarding the same for that particular product they did not let me publish that review as well. This is really unprofessional.,"ಈ ಆ್ಯಪ್ ಗುಣಮಟ್ಟದಲ್ಲಿ ಕುಗ್ಗಿದಿದೆ. ಅವರು ನಿಮಗೆ  wrong product ಕಳುಹಿಸಿ, ಅದನ್ನು ಸರಿಯಾಗಿ ವಾಪಸ್ ತೆಗೆದುಕೊಳ್ಳಲು ಅಥವಾ exchange ಮಾಡಲು ಅವಕಾಶ ನೀಡುವುದಿಲ್ಲ, ಏಕೆಂದರೆ ಅವರು ಎಲ್ಲಾ ಗುಣಮಟ್ಟ ಪರೀಕ್ಷೆಯ ನಂತರ ಸರಿಯಾದ ಉತ್ಪನ್ನವನ್ನು ಡೆಲಿವರ್ ಮಾಡಿದ್ದಾರೆಂದು ಹೇಳುತ್ತಾರೆ. ಗ್ರಾಹಕರು ಮೂಢರಾ ಅಥವಾ ಮುಗ್ಧರಾ? ಅವರು ತಮ್ಮದೇ wrong product ಕಳುಹಿಸಿದ್ದಾರೆ ಮತ್ತು ಅದಕ್ಕೆ ಹೊಣೆಗಾರರಾಗಬೇಕಾದರೆ ನಾನು ಅವರೇ ತಪ್ಪಿದ್ದೇನೆಂದು ನಂಬುತ್ತೇನೆ. ಮತ್ತು ನಾನು ಆ ಉತ್ಪನ್ನದ ಕುರಿತು ವಿಮರ್ಶೆ ಹಾಕಲು ಪ್ರಯತ್ನಿಸಿದಾಗ, ಅವರು ಆ ವಿಮರ್ಶೆಯನ್ನು ಪ್ರಕಟಿಸಲು ಬಿಡಲಿಲ್ಲ. ಇದು ನಿಜವಾಗಿಯೂ ಅಪ್ರಮಾಣಿಕವಾಗಿದೆ.",English,Kannada,F
"Ordered a watch with same-day delivery for a friend's birthday on 29th May. It got delayed, and support promised delivery by 3rd June. Instead, they canceled it on 2nd June, leaving me without a gift. This is the second time I've faced such issues with Myntra. Their customer service is unhelpful and unreliable. Informing me earlier about the delay would have allowed me to reorder. Extremely disappointed with Myntra's service, I understand the delay during sale but why cancel or promise the cx.","ನಾನು ನನ್ನ ಗೆಳೆಯನ ಹುಟ್ಟುಹಬ್ಬಕ್ಕಾಗಿ 29th May ಮೇಲೆ Same-day delivery ಆಕ್ಷನ್‌ ನಲ್ಲಿ ಒಂದು ಗಡಿಯಾರ ಆರ್ಡರ್ ಮಾಡಿದ್ದೆ. ಆದರೆ ಅದು ವಿಳಂಬಗೊಂಡಿತು, ಮತ್ತು ಬೆಂಬಲ ತಂಡವು 3rd Juneಗೆ ಡೆಲಿವರಿ ನೀಡುವಂತೆ ವಾಗ್ದಾನಿಸಿತು. ಬದಲಿಗೆ,  2nd June ರಂದು ಅದನ್ನು ಅಮೂಲುಗೊಳಿಸಿದರು, ಇದು ನನಗೆ ಉಡುಗೊರೆಯಿಲ್ಲದೆ ಉಳಿಸಿಕೊಂಡಿತು. ಇದು ಎರಡನೇ ಬಾರಿ ನಾನು ಮಿಂತ್ರಾದಲ್ಲಿ ಇಂತಹ ತೊಂದರೆಯನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದೇನೆ. ಅವರ customer service ಸಹಾಯಕವಿಲ್ಲ ಮತ್ತು ನಂಬಲಾಗದು. ತಡವಾದುದ್ದ ಬಗ್ಗೆ ನನಗೆ ಮೊದಲು ಮಾಹಿತಿ ನೀಡಿದರೆ ನಾನು ಪುನಃ ಆರ್ಡರ್ ಮಾಡಬಹುದು. ಮಿಂತ್ರಾದ ಸೇವೆಗೆ ಅತಿ ಅಸ್ವಸ್ಥನಾಗಿದ್ದೇನೆ, ಮಾರಾಟ ಸಮಯದಲ್ಲಿ ವಿಳಂಬವನ್ನು ನಾನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುತ್ತೇನೆ, ಆದರೆ ಏಕೆ ಆನುವಂಶಿಕವಾಗಿ ನಿಲ್ಲಿಸಲು ಅಥವಾ ಗ್ರಾಹಕನಿಗೆ ಒಪ್ಪುವಿಕೆ ನೀಡಲು?",English,Kannada,F
I've been using this app since a long time now and it used to be a great app but just recently it has started acting up. The pages go unresponsive all of a sudden and ask you to refresh it but no matter how many times I refresh the page it still pops up the same message. Sometimes this goes for days. I hope the team can work on this issue and solve it asap because it's really annoying and might encourage the users to stop using it all together. Please do something about it.,"ನಾನು ಈ ಆ್ಯಪ್ ಅನ್ನು ತುಂಬಾ ಕಾಲದಿಂದ ಬಳಕೆಮಾಡುತ್ತಿದ್ದೇನೆ ಮತ್ತು ಇದೊಂದು ಅತ್ಯುತ್ತಮ ಆ್ಯಪ್ ಆಗಿತ್ತು, ಆದರೆ ಈ ದಿನಗಳಲ್ಲಿ ಇದು ಹತ್ತಿಕ್ಕಿಕೊಂಡಿದೆ. ಪುಟಗಳು ಎಲ್ಲಿ ನಿರ್ವಾಹಕವಾಗುತ್ತವೆ ಮತ್ತು ಪುನಃ refresh ಮಾಡಲು ಹೇಳುತ್ತದೆ, ಆದರೆ ನಾನು ಎಷ್ಟು ಬಾರಿ ಪುಟವನ್ನು refresh ಮಾಡಿದರೂ ಅದೇ ಸಂದೇಶ ಮತ್ತೆ ಕಾಣುತ್ತದೆ. ಕೆಲವೊಮ್ಮೆ ಇದು ದಿನಗಳವರೆಗೆ ನಡೆಯುತ್ತದೆ.ನಾನು ಆಶಿಸುತ್ತೇನೆ ತಂಡವು ಈ ಸಮಸ್ಯೆ ಮೇಲೆ ಕೆಲಸ ಮಾಡಿ ಶೀಘ್ರದಲ್ಲಿ ಇದನ್ನು ಪರಿಹರಿಸಬಹುದು, ಏಕೆಂದರೆ ಇದು ತುಂಬಾ ಬೇಸರಕಾರಿಯಾಗಿದೆ ಮತ್ತು ಬಳಕೆದಾರರನ್ನು ಆ್ಯಪ್ ಅನ್ನು ಪೂರ್ತಿಯಾಗಿ ಬಳಸದಂತೆ ಮಾಡಬಹುದು. ದಯಮಾಡಿ ಇದರ ಬಗ್ಗೆ ಏನಾದರೂ ಕ್ರಮ ಕೈಗೊಳ್ಳಿ.",English,Kannada,F
Good deals on certain brands. Quality of clothes is decent. Mostly received as shown in picture.,ಕೆಲವು ಬ್ರಾಂಡ್‌ಗಳಲ್ಲಿ ಉತ್ತಮ ಡೀಲ್‌ಗಳು(brands). ವಸ್ತ್ರಗಳ ಗುಣಮಟ್ಟ ಒಳ್ಳೆಯದು. ಬಹುತೇಕ ಚಿತ್ರದಲ್ಲಿ ತೋರಿಸಿರುವಂತೆ ದೊರಕುತ್ತವೆ.,English,Kannada,F
"Cheaters, Frauds, & Unprofessionals. Didn't deliver the item on a style exchange, and the item to be picked up is still lying with me. But they simply updated the status that it was exchanged successfully. I raised a complaint. But without even a single communication with me, it was simply closed after almost more than a week, with a resolution that I have confirmed I received the item. They r burglars & cheaters who simply loot & cheat people. I pray that Myntra will see it's downfall soon.","ದೋಷಿಗಳು, ಮೋಸಗಾರರು, ಮತ್ತು ಅನೌಪಚಾರಿಕರು. style exchangeನಲ್ಲಿ ಉತ್ಪನ್ನವನ್ನು ಡೆಲಿವರ್ ಮಾಡಲಿಲ್ಲ, ಮತ್ತು ಪಿಕಪ್ ಮಾಡಲು ಇರುವ ವಸ್ತು ನನ್ನ ಬಳಿ ಇನ್ನೂ ಇದೆ. ಆದರೆ ಅವರು ಸರಳವಾಗಿ ಸ್ಥಿತಿಯನ್ನು ವಿವರಣೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಬದಲಾಗಿದೆ ಎಂದು ಅಪ್‌ಡೇಟ್ ಮಾಡಿದ್ದಾರೆ. ನಾನು ಒಂದು complaint ಕೇಳುತ್ತಿದ್ದೆ, ಆದರೆ ನನಗೆ ಯಾವುದೇ ಸಂವಹನವಿಲ್ಲದೆ, ಒಂದು ವಾರಕ್ಕಿಂತ ಹೆಚ್ಚು ಸಮಯದ ನಂತರ ಅದು ಸರಳವಾಗಿ ಬಂದಿದ್ದು ನಾನು ವಸ್ತುವನ್ನು ತೊಗೊಂಡಿದೆನೆ ಎಂದು ಹೂಡಲಾಗಿದೆ. ಅವರು ಕಳ್ಳರು ಮತ್ತು ಮೋಸಗಾರರು, ಜನರನ್ನು ಲೂಟಿ ಮಾಡುತ್ತಾರೆ ಮತ್ತು ಮೋಸ ಮಾಡುತ್ತಾರೆ. ನಾನು ಪ್ರಾರ್ಥಿಸುತ್ತೇನೆ ಮೈಂ ತ್ರಾ ಸಮ್ಮುಖದಲ್ಲಿರುವ ಅವನತಿ ಕಾಣುತ್ತದೆ ಎಂದು.",English,Kannada,F
This app is a headache. Their way of contacting the customer service is more headache unlike Amazon customer service and Flipkart customer service which is easy to understand and are always available for thier customers and help them in most convenient way. Myntra is not accepting my payment with UPI nor Debits Cards. I've try many times but no avail. The pay on delivery options is not available. I've tried to contact customer service but no response or email or call from them.,"ಈ ಆ್ಯಪ್ ಒಂದು headache. ಅವರ ಗ್ರಾಹಕ ಸೇವೆಯನ್ನು ಸಂಪರ್ಕಿಸುವ ವಿಧಾನವು ಇನ್ನಷ್ಟು headache ಆಗಿದೆ, Amazon ಗ್ರಾಹಕ ಸೇವೆ ಮತ್ತು Flipkart ಗ್ರಾಹಕ ಸೇವೆಯ ಹೋಲಿಕೆಗೆ ಇದು ಅರ್ಥವಾಗುವುದಿಲ್ಲ ಮತ್ತು ಅವರು ತಮ್ಮ ಗ್ರಾಹಕರಿಗೆ ಸದಾ ಲಭ್ಯವಿದ್ದು, ಸದೃಢವಾಗಿ ಸಹಾಯ ಮಾಡುತ್ತಾರೆ. ಮಿಂತ್ರಾ ನನ್ನ payment UPI ಮತ್ತು Debits ಕಾರ್ಡ್‌ಗಳಿಂದ ಸ್ವೀಕರಿಸುವುದಿಲ್ಲ. ನಾನು ಹಲವಾರು ಬಾರಿ ಪ್ರಯತ್ನಿಸಿದ್ದರೂ ಕೂಡ ಫಲಿತಾಂಶವಿಲ್ಲ.  pay on delivery ಆಯ್ಕೆ ಲಭ್ಯವಿಲ್ಲ. ನಾನು ಗ್ರಾಹಕ ಸೇವೆಯನ್ನು ಸಂಪರ್ಕಿಸಲು ಪ್ರಯತ್ನಿಸಿದ್ದೇನೆ ಆದರೆ ಅವರಿಂದ ಯಾವುದೇ ರಿಸ್ಪೊನ್ಸ್ ಅಥವಾ email ಅಥವಾ call ಬಂದಿಲ್ಲ.",English,Kannada,F
Literally very annoying app I ordered a bag and a top instead of bag a dress was delivered and the top was still getting packed so I applied to return the wrong product that is fine and now I don't want to order the top anymore because the delivery date was 2-4 July and now it shows 7 July but I needed it urgently and didnt had time to go shop offline and I can't cancel it now. Like seriously isn't this why we have online deliveries so that we can get it at home without any hassle..,"ನಿಜವಾಗಿಯೂ ತುಂಬಾ ಬೇಸರಕಾರಿ ಆ್ಯಪ್. ನಾನು ಒಂದು ಬ್ಯಾಗ್ ಮತ್ತು ಟಾಪ್ ಆರ್ಡರ್ ಮಾಡಿದಾಗ, ಬ್ಯಾಗ್ ಬದಲು ಒಂದು dress ನೀಡಲಾಯಿತು ಮತ್ತು ಟಾಪ್ ಇನ್ನೂ ಪ್ಯಾಕ್ ಆಗುತ್ತಿತ್ತು. ಆದ್ದರಿಂದ ನಾನು ತಪ್ಪಾದ ವಸ್ತುವನ್ನು ತಿರುಗಿಸಲು ಅರ್ಜಿ ಹಾಕಿದ್ದೇನೆ, ಇದು ಸರಿ. ಈಗ ನಾನು ಟಾಪ್ ಅನ್ನು ಇನ್ನೂ ಆರ್ಡರ್ ಮಾಡಲು ಇಚ್ಛಿಸುವುದಿಲ್ಲ ಏಕೆಂದರೆ ವಿತರಣೆಯ date 2-4 July ಆಗಿತ್ತು, ಆದರೆ ಈಗ ಅದು 7 July ಎಂದು ತೋರಿಸುತ್ತಿದೆ. ನನಗೆ ಇದು ಅರ್ಜೆಂಟ್ ಬೇಕಾಗಿತ್ತು ಮತ್ತು ಆಫ್‌ಲೈನ್ ಅಂಗಡಿಯಲ್ಲಿ ಖರೀದಿ ಮಾಡಲು ಸಮಯ ಇರಲಿಲ್ಲ ಮತ್ತು ನಾನು ಈಗ ಇದನ್ನು ಅಮೂಲುಗೊಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ. ಗಂಭೀರವಾಗಿ, ಇದು ನಿಜವಾಗಿಯೂ ಆನ್‌ಲೈನ್ ಡೆಲಿವರಿಗಳನ್ನು ಹೊಂದಿರುವ ಕಾರಣವಿಲ್ಲವೇ, ನಾವು ಇದನ್ನು ನಾವು ಸುಲಭವಾಗಿ ಮನೆಯಲ್ಲಿ ಪಡೆಯಬೇಕಾಗಿರುವುದೆಂದು ನಂಬುವುದಿಲ್ಲ?",English,Kannada,F
Very good fashion collection of so many companies and products. Good deals and low price but good product supply. Sometimes its not good for me because when i chose a dress or t shirt its not fit for me and size doesn't exist. Sometimes i look for best and eyes catch product here size not exist. And other case not good eye catching product and what all size are available in this product 😔,"ಅನೆಕ ಕಂಪನಿಗಳ ಮತ್ತು ವಸ್ತುಗಳ ಉತ್ತಮ ಫ್ಯಾಷನ್ ಸಂಗ್ರಹವಿದೆ. ಉತ್ತಮ ಡೀಲ್‌ಗಳು ಮತ್ತು ಕಡಿಮೆ ಬೆಲೆಗೆ ಉತ್ತಮ ಉತ್ಪನ್ನ ಸರಬರಾಜು. ಆದರೆ ಕೆಲವೊಮ್ಮೆ ನನಗೆ ಇದು ಒಳ್ಳೆಯದು ಅಲ್ಲ, ಏಕೆಂದರೆ ನಾನು ಒಂದು dress ಅಥವಾ t shirt ಆರಿಸುವಾಗ ಅದು ನನಗೆ ಸರಿಯದು ಮತ್ತು ಗಾತ್ರವಿಲ್ಲ. ಕೆಲವೊಮ್ಮೆ ನಾನು ಅತ್ಯುತ್ತಮವಾದ ಮತ್ತು ಗಮನ ಸೆಳೆಯುವ ವಸ್ತುವನ್ನು ಹುಡುಕಿದರೆ, ಅದು ಇಲ್ಲಿ ಇದೆ ಆದರೆ ಗಾತ್ರವಿಲ್ಲ. ಮತ್ತು ಇನ್ನೂ, ಆಕರ್ಷಕವಾಗದ ವಸ್ತುವೂ ಇದ್ದರೆ, ಆ ವಸ್ತುದಲ್ಲಿ ಯಾವ ಯಾವ ಗಾತ್ರಗಳು ಲಭ್ಯವಿವೆ ಎಂಬುದನ್ನು ನನಗೆ ಗೊತ್ತಾಗುವುದಿಲ್ಲ. 😔",English,Kannada,F
Myntra is gradually becoming a big scam!! In the past 6 to 8 months this is the 2nd time I've faced the issue of ordering a particular brand(Vero moda for eg) and another product gets delivered in the Vero moda pack. They refuse to pick-up stating its been tampered with. This is a brand to which I've been a loyal and consistent customer for years. Upsetting to get cheated like this...even if for a few hundreds.,"ಮೈಂತ್ರಾ ತಲುಪುತ್ತಿರುವಂತೆ ದೊಡ್ಡ ಮೋಸವಾಗಿ ಮಾರ್ಪಡುತ್ತಿದೆ!! ಹಿಂದಿನ 6 ರಿಂದ 8 ತಿಂಗಳುಗಳಲ್ಲಿ ನಾನು ಇನ್ನೊಬ್ಬರಾದ 2ನೇ ಸಮಯದಲ್ಲಿ ನಾನು ಒಂದು ನಿರ್ದಿಷ್ಟ ಬ್ರಾಂಡ್ (ಉದಾಹರಣೆಗೆ Vero Moda) ಆರ್ಡರ್ ಮಾಡಿದಾಗ, Vero Moda ಪ್ಯಾಕ್‌ನಲ್ಲಿ ಮತ್ತೊಂದು ಉತ್ಪನ್ನವನ್ನು ವಿತರಣೆ ಮಾಡಲಾಗಿದೆ. ಅವರು ವಾಪಸು ಮಾಡುವುದನ್ನು ನಿರಾಕರಿಸಿದ್ದಾರೆ ಎಂದು ಹೇಳುವುದೇ ಇದು ತಪ್ಪಾಗಿ ಮುಚ್ಚುಮರೆ ಮಾಡಲಾಗಿದ್ದು ಎಂದು. ಇದು ನಾನು ಹಲವು ವರ್ಷಗಳಿಂದ ಪ್ರಾಮಾಣಿಕವಾಗಿ ಮತ್ತು ನಿಯಮಿತವಾಗಿ ಉಪಯೋಗಿಸಿದ ಬ್ರಾಂಡ್ ಆಗಿದೆ. ಈ ರೀತಿಯಾಗಿ ಮೋಸ ಮಾಡಲಾಗಿದೆ ಎಂಬುದರಿಂದ ಖಿನ್ನವಾಗಿದ್ದೇನೆ...ಹಾಗೂ ಆರು ಶೇ. ಹಣಕ್ಕಾಗಿ ಮಾತ್ರ.",English,Kannada,F
